author,title,link,year
Kevin Gary,Component-based software process support,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oXX9SUQAAAAJ&citation_for_view=oXX9SUQAAAAJ:9yKSN-GCB0IC,1998
Kevin Gary,The software enterprise: Practicing best practices in software engineering education,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oXX9SUQAAAAJ&citation_for_view=oXX9SUQAAAAJ:Tyk-4Ss8FVUC,2008
Kevin Gary,Cooperating process components,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oXX9SUQAAAAJ&citation_for_view=oXX9SUQAAAAJ:UeHWp8X0CEIC,1999
Kevin Gary,The Software Enterprise: preparing industry-ready software engineers,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oXX9SUQAAAAJ&citation_for_view=oXX9SUQAAAAJ:YsMSGLbcyi4C,2009
Kevin Gary,A self-healing web server using differentiated services,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oXX9SUQAAAAJ&citation_for_view=oXX9SUQAAAAJ:qjMakFHDy7sC,2006
Kevin Gary,Agile learning through continuous assessment,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oXX9SUQAAAAJ&citation_for_view=oXX9SUQAAAAJ:hMod-77fHWUC,2015
Kevin Gary,IGSTK: Framework and example application using an open source toolkit for image-guided surgery applications,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oXX9SUQAAAAJ&citation_for_view=oXX9SUQAAAAJ:IjCSPb-OGe4C,2006
Kevin Gary,Agile transformation at scale: A tertiary study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oXX9SUQAAAAJ&citation_for_view=oXX9SUQAAAAJ:Tiz5es2fbqcC,2021
Kevin Gary,FitBit garden: a mobile game designed to increase physical activity in children,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oXX9SUQAAAAJ&citation_for_view=oXX9SUQAAAAJ:dfsIfKJdRG4C,2017
Lacy Greening,Lead-Time-Constrained Middle-Mile Consolidation Network Design with Fixed Origins and Destinations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8NjGuYgAAAAJ&citation_for_view=8NjGuYgAAAAJ:b0M2c_1WBrUC,2023
Lacy Greening,Effective heuristics for distributing vehicles in free-floating micromobility systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8NjGuYgAAAAJ&citation_for_view=8NjGuYgAAAAJ:vV6vV6tmYwMC,2021
Lacy Greening,Integrating Order-to-Delivery Time Sensitivity in E-Commerce Middle-Mile Consolidation Network Design,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8NjGuYgAAAAJ&citation_for_view=8NjGuYgAAAAJ:NhqRSupF_l8C,2024
Lacy Greening,Middle Mile Consolidation Network Design with Robust Lead Time Constraints,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8NjGuYgAAAAJ&citation_for_view=8NjGuYgAAAAJ:EUQCXRtRnyEC,2022
Lacy Greening,Improving Dual Bounds for the Unsplittable Multicommodity Capacitated Network Design Problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8NjGuYgAAAAJ&citation_for_view=8NjGuYgAAAAJ:P5F9QuxV20EC,2025
Lacy Greening,Strengthening Dual Bounds for Multicommodity Capacitated Network Design with Unsplittable Flow Constraints,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8NjGuYgAAAAJ&citation_for_view=8NjGuYgAAAAJ:CHSYGLWDkRkC,2025
Lacy Greening,MODELS AND ALGORITHMS FOR E-COMMERCE FULFILLMENT NETWORK DESIGN,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8NjGuYgAAAAJ&citation_for_view=8NjGuYgAAAAJ:1sJd4Hv_s6UC,2024
Lacy Greening,Middle-Mile Consolidation Network Design: Maximizing Profit Through Flexible Lead Times,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8NjGuYgAAAAJ&citation_for_view=8NjGuYgAAAAJ:xtRiw3GOFMkC,2023
Michel Kinsy,HAsim: FPGA-based high-detail multicore simulation using time-division multiplexing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WACzXzoAAAAJ&citation_for_view=WACzXzoAAAAJ:2osOgNQ5qMEC,2011
Michel Kinsy,Application-aware deadlock-free oblivious routing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WACzXzoAAAAJ&citation_for_view=WACzXzoAAAAJ:u5HHmVD_uO8C,2009
Michel Kinsy,Design space exploration of neural network activation function circuits,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WACzXzoAAAAJ&citation_for_view=WACzXzoAAAAJ:35N4QoGY0k4C,2018
Michel Kinsy,Hardware-in-the-loop testing for electric vehicle drive applications,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WACzXzoAAAAJ&citation_for_view=WACzXzoAAAAJ:roLk4NBRz8UC,2012
Michel Kinsy,Heracles: a tool for fast RTL-based design space exploration of multicore processors,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WACzXzoAAAAJ&citation_for_view=WACzXzoAAAAJ:5nxA0vEk-isC,2013
Michel Kinsy,Static virtual channel allocation in oblivious routing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WACzXzoAAAAJ&citation_for_view=WACzXzoAAAAJ:u-x6o8ySG0sC,2009
Michel Kinsy,Survey of attacks and defenses on edge-deployed neural networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WACzXzoAAAAJ&citation_for_view=WACzXzoAAAAJ:CHSYGLWDkRkC,2019
Michel Kinsy,Oblivious routing in on-chip bandwidth-adaptive networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WACzXzoAAAAJ&citation_for_view=WACzXzoAAAAJ:d1gkVwhDpl0C,2009
Michel Kinsy,Heracles: Fully synthesizable parameterized mips-based multicore system,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WACzXzoAAAAJ&citation_for_view=WACzXzoAAAAJ:Y0pCki6q_DkC,2011
Michel Kinsy,Security threats in approximate computing systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WACzXzoAAAAJ&citation_for_view=WACzXzoAAAAJ:f2IySw72cVMC,2019
Michel Kinsy,HPC I/O throughput bottleneck analysis with explainable local models,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WACzXzoAAAAJ&citation_for_view=WACzXzoAAAAJ:Tiz5es2fbqcC,2020
Michel Kinsy,A secure and robust scheme for sharing confidential information in IoT systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WACzXzoAAAAJ&citation_for_view=WACzXzoAAAAJ:J_g5lzvAfSwC,2019
Michel Kinsy,BRISC-V: An open-source architecture design space exploration toolbox,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WACzXzoAAAAJ&citation_for_view=WACzXzoAAAAJ:zA6iFVUQeVQC,2019
Michel Kinsy,The BRISC-V platform: A practical teaching approach for computer architecture,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WACzXzoAAAAJ&citation_for_view=WACzXzoAAAAJ:EUQCXRtRnyEC,2019
Michel Kinsy,Time-predictable computer architecture for cyber-physical systems: Digital emulation of power electronics systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WACzXzoAAAAJ&citation_for_view=WACzXzoAAAAJ:IjCSPb-OGe4C,2011
Michel Kinsy,Optimal and heuristic application-aware oblivious routing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WACzXzoAAAAJ&citation_for_view=WACzXzoAAAAJ:WF5omc3nYNoC,2011
Michel Kinsy,"Path-based, randomized, oblivious, minimal routing",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WACzXzoAAAAJ&citation_for_view=WACzXzoAAAAJ:UeHWp8X0CEIC,2009
Michel Kinsy,Fault-aware load-balancing routing for 2D-mesh and torus on-chip network topologies,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WACzXzoAAAAJ&citation_for_view=WACzXzoAAAAJ:_kc_bZDykSQC,2015
Michel Kinsy,xbgas: A global address space extension on risc-v for high performance computing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WACzXzoAAAAJ&citation_for_view=WACzXzoAAAAJ:B3FOqHPlNUQC,2021
Michel Kinsy,Addressing a new class of reliability threats in 3-D network-on-chips,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WACzXzoAAAAJ&citation_for_view=WACzXzoAAAAJ:_xSYboBqXhAC,2019
Nakul Gopalan,Robots that use language,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dPsQR14AAAAJ&citation_for_view=dPsQR14AAAAJ:UebtZRa9Y70C,2020
Nakul Gopalan,Explainable artificial intelligence: Evaluating the objective and subjective impacts of xai on human-agent interaction,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dPsQR14AAAAJ&citation_for_view=dPsQR14AAAAJ:dhFuZR0502QC,2023
Nakul Gopalan,Bayesian gait optimization for bipedal locomotion,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dPsQR14AAAAJ&citation_for_view=dPsQR14AAAAJ:Tyk-4Ss8FVUC,2014
Nakul Gopalan,Sequence-to-Sequence Language Grounding of Non-Markovian Task Specifications.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dPsQR14AAAAJ&citation_for_view=dPsQR14AAAAJ:W7OEmFMy1HYC,2018
Nakul Gopalan,Learning to parse natural language to grounded reward functions with weak supervision,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dPsQR14AAAAJ&citation_for_view=dPsQR14AAAAJ:qjMakFHDy7sC,2018
Nakul Gopalan,Planning with abstract Markov decision processes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dPsQR14AAAAJ&citation_for_view=dPsQR14AAAAJ:IjCSPb-OGe4C,2017
Nakul Gopalan,Robot object retrieval with contextual natural language queries,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dPsQR14AAAAJ&citation_for_view=dPsQR14AAAAJ:5nxA0vEk-isC,2020
Nakul Gopalan,Accurately and efficiently interpreting human-robot instructions of varying granularities,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dPsQR14AAAAJ&citation_for_view=dPsQR14AAAAJ:zYLM7Y9cAGgC,2017
Nakul Gopalan,Review of machine learning and artificial intelligence (ML/AI) for the pediatric neurologist,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dPsQR14AAAAJ&citation_for_view=dPsQR14AAAAJ:L8Ckcad2t8MC,2023
Nakul Gopalan,"Flight, camera, action! using natural language and mixed reality to control a drone",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dPsQR14AAAAJ&citation_for_view=dPsQR14AAAAJ:_FxGoFyzp5QC,2019
Nakul Gopalan,Simultaneously learning transferable symbols and language groundings from perceptual data for instruction following,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dPsQR14AAAAJ&citation_for_view=dPsQR14AAAAJ:0EnyYjriUFMC,2020
Nakul Gopalan,Lancon-learn: Learning with language to enable generalization in multi-task manipulation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dPsQR14AAAAJ&citation_for_view=dPsQR14AAAAJ:M3ejUd6NZC8C,2021
Nakul Gopalan,Grounding natural language instructions to semantic goal representations for abstraction and generalization,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dPsQR14AAAAJ&citation_for_view=dPsQR14AAAAJ:UeHWp8X0CEIC,2019
Nakul Gopalan,Modeling and solving human-robot collaborative tasks using pomdps,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dPsQR14AAAAJ&citation_for_view=dPsQR14AAAAJ:u5HHmVD_uO8C,2015
Nakul Gopalan,Guiding multi-step rearrangement tasks with natural language instructions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dPsQR14AAAAJ&citation_for_view=dPsQR14AAAAJ:YOwf2qJgpHMC,2022
Nakul Gopalan,Grounding language attributes to objects using bayesian eigenobjects,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dPsQR14AAAAJ&citation_for_view=dPsQR14AAAAJ:LkGwnXOMwfcC,2019
Nakul Gopalan,A tale of two draggns: A hybrid approach for interpreting action-oriented and goal-oriented instructions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dPsQR14AAAAJ&citation_for_view=dPsQR14AAAAJ:9yKSN-GCB0IC,2017
Nakul Gopalan,Natural language specification of reinforcement learning policies through differentiable decision trees,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dPsQR14AAAAJ&citation_for_view=dPsQR14AAAAJ:IWHjjKOFINEC,2023
Nakul Gopalan,Interpreting human-robot instructions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dPsQR14AAAAJ&citation_for_view=dPsQR14AAAAJ:eQOLeE2rZwMC,2020
Nakul Gopalan,""" good robot! now watch this!"": Repurposing reinforcement learning for task-to-task transfer",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=dPsQR14AAAAJ&citation_for_view=dPsQR14AAAAJ:_kc_bZDykSQC,2021
Rida Bazzi,The power of processor consistency,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FrMOlk8AAAAJ&citation_for_view=FrMOlk8AAAAJ:u5HHmVD_uO8C,1993
Rida Bazzi,Immediate Multi-Threaded Dynamic Software Updates Using Stack Reconstruction.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FrMOlk8AAAAJ&citation_for_view=FrMOlk8AAAAJ:d1gkVwhDpl0C,2009
Rida Bazzi,On the establishment of distinct identities in overlay networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FrMOlk8AAAAJ&citation_for_view=FrMOlk8AAAAJ:u-x6o8ySG0sC,2007
Rida Bazzi,Leader election and shape formation with self-organizing programmable matter,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FrMOlk8AAAAJ&citation_for_view=FrMOlk8AAAAJ:hMod-77fHWUC,2015
Rida Bazzi,Synchronous Byzantine quorum systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FrMOlk8AAAAJ&citation_for_view=FrMOlk8AAAAJ:R3hNpaxXUhUC,1997
Rida Bazzi,On the availability of non-strict quorum systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FrMOlk8AAAAJ&citation_for_view=FrMOlk8AAAAJ:YsMSGLbcyi4C,2005
Rida Bazzi,Non-skipping timestamps for Byzantine data storage systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FrMOlk8AAAAJ&citation_for_view=FrMOlk8AAAAJ:9yKSN-GCB0IC,2004
Rida Bazzi,Using knowledge to optimally achieve coordination in distributed systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FrMOlk8AAAAJ&citation_for_view=FrMOlk8AAAAJ:3fE2CSJIrl8C,1999
Rida Bazzi,Simplifying fault-tolerance: providing the abstraction of crash failures,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FrMOlk8AAAAJ&citation_for_view=FrMOlk8AAAAJ:TFP_iSt0sucC,2001
Rida Bazzi,Bounded wait-free implementation of optimally resilient byzantine storage without (unproven) cryptographic assumptions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FrMOlk8AAAAJ&citation_for_view=FrMOlk8AAAAJ:Y0pCki6q_DkC,2007
Rida Bazzi,Simulating crash failures with many faulty processors,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FrMOlk8AAAAJ&citation_for_view=FrMOlk8AAAAJ:qjMakFHDy7sC,1992
Rida Bazzi,Matrix signatures: From macs to digital signatures in distributed systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FrMOlk8AAAAJ&citation_for_view=FrMOlk8AAAAJ:WF5omc3nYNoC,2008
Rida Bazzi,Heterogeneous checkpointing for multithreaded applications,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FrMOlk8AAAAJ&citation_for_view=FrMOlk8AAAAJ:W7OEmFMy1HYC,2002
Rida Bazzi,Planar quorums,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FrMOlk8AAAAJ&citation_for_view=FrMOlk8AAAAJ:r0BpntZqJG4C,1996
Rida Bazzi,Compiler-assisted heterogeneous checkpointing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FrMOlk8AAAAJ&citation_for_view=FrMOlk8AAAAJ:zYLM7Y9cAGgC,2001
Rida Bazzi,A captcha based on the human visual systems masking characteristics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FrMOlk8AAAAJ&citation_for_view=FrMOlk8AAAAJ:hqOjcs7Dif8C,2006
Rida Bazzi,Autonomous vehicles and liability: What will juries do?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FrMOlk8AAAAJ&citation_for_view=FrMOlk8AAAAJ:yD5IFk8b50cC,2020
Rida Bazzi,Stationary and deterministic leader election in self-organizing particle systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FrMOlk8AAAAJ&citation_for_view=FrMOlk8AAAAJ:P5F9QuxV20EC,2019
Rida Bazzi,A gap theorem for consensus types extended abstract,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FrMOlk8AAAAJ&citation_for_view=FrMOlk8AAAAJ:Tyk-4Ss8FVUC,1994
Rida Bazzi,Dynamic software updates: The state mapping problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FrMOlk8AAAAJ&citation_for_view=FrMOlk8AAAAJ:0EnyYjriUFMC,2009
Robert Atkinson,Learning from examples: Instructional principles from the worked examples research,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UzNoXwMAAAAJ&citation_for_view=UzNoXwMAAAAJ:u5HHmVD_uO8C,2000
Robert Atkinson,Structuring the transition from example study to problem solving in cognitive skill acquisition: A cognitive load perspective,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UzNoXwMAAAAJ&citation_for_view=UzNoXwMAAAAJ:d1gkVwhDpl0C,2016
Robert Atkinson,Optimizing learning from examples using animated pedagogical agents.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UzNoXwMAAAAJ&citation_for_view=UzNoXwMAAAAJ:u-x6o8ySG0sC,2002
Robert Atkinson,Transitioning from studying examples to solving problems: Effects of self-explanation prompts and fading worked-out steps.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UzNoXwMAAAAJ&citation_for_view=UzNoXwMAAAAJ:2osOgNQ5qMEC,2003
Robert Atkinson,Fostering social agency in multimedia learning: Examining the impact of an animated agent’s voice,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UzNoXwMAAAAJ&citation_for_view=UzNoXwMAAAAJ:UeHWp8X0CEIC,2005
Robert Atkinson,From example study to problem solving: Smooth transitions help learning,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UzNoXwMAAAAJ&citation_for_view=UzNoXwMAAAAJ:9yKSN-GCB0IC,2002
Robert Atkinson,How fading worked solution steps works–a cognitive load perspective,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UzNoXwMAAAAJ&citation_for_view=UzNoXwMAAAAJ:qjMakFHDy7sC,2004
Robert Atkinson,Using animations and visual cueing to support learning of scientific concepts and processes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UzNoXwMAAAAJ&citation_for_view=UzNoXwMAAAAJ:5nxA0vEk-isC,2011
Robert Atkinson,Fostering multimedia learning of science: Exploring the role of an animated agent’s image,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UzNoXwMAAAAJ&citation_for_view=UzNoXwMAAAAJ:Tyk-4Ss8FVUC,2007
Robert Atkinson,Encountering the expertise reversal effect with a computer-based environment on electrical circuit analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UzNoXwMAAAAJ&citation_for_view=UzNoXwMAAAAJ:W7OEmFMy1HYC,2006
Robert Atkinson,Animated pedagogical agents: Does their degree of embodiment impact learning from static or animated worked examples?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UzNoXwMAAAAJ&citation_for_view=UzNoXwMAAAAJ:eQOLeE2rZwMC,2007
Robert Atkinson,Interactive example-based learning environments: Using interactive elements to encourage effective processing of worked examples,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UzNoXwMAAAAJ&citation_for_view=UzNoXwMAAAAJ:YsMSGLbcyi4C,2007
Robert Atkinson,Animated agents and learning: Does the type of verbal feedback they provide matter?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UzNoXwMAAAAJ&citation_for_view=UzNoXwMAAAAJ:ns9cj8rnVeAC,2013
Robert Atkinson,Interactive learning environments: Contemporary issues and trends. An introduction to the special issue,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UzNoXwMAAAAJ&citation_for_view=UzNoXwMAAAAJ:ufrVoPGSRksC,2007
Robert Atkinson,From studying examples to solving problems: Fading worked-out solution steps helps learning,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UzNoXwMAAAAJ&citation_for_view=UzNoXwMAAAAJ:IjCSPb-OGe4C,2000
Robert Atkinson,Learning from examples: Fostering self-explanations in computer-based learning environments,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UzNoXwMAAAAJ&citation_for_view=UzNoXwMAAAAJ:Y0pCki6q_DkC,2002
Robert Atkinson,Investigating the impact of pedagogical agent gender matching and learner choice on learning outcomes and perceptions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UzNoXwMAAAAJ&citation_for_view=UzNoXwMAAAAJ:BqipwSGYUEgC,2013
Robert Atkinson,Learning from worked-out examples and problem solving.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UzNoXwMAAAAJ&citation_for_view=UzNoXwMAAAAJ:P5F9QuxV20EC,2010
Robert Atkinson,Transitioning from studying examples to solving problems: Combining fadijig with prompting foster learning.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UzNoXwMAAAAJ&citation_for_view=UzNoXwMAAAAJ:zYLM7Y9cAGgC,2003
Robert Atkinson,Aiding transfer in statistics: examining the use of conceptually oriented equations and elaborations during subgoal learning.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UzNoXwMAAAAJ&citation_for_view=UzNoXwMAAAAJ:WF5omc3nYNoC,2003
Ross Maciejewski,Graph convolutional networks: a comprehensive review,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nChgOjEAAAAJ&citation_for_view=nChgOjEAAAAJ:g3aElNc5_aQC,2019
Ross Maciejewski,Spatiotemporal social media analytics for abnormal event detection and examination using seasonal-trend decomposition,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nChgOjEAAAAJ&citation_for_view=nChgOjEAAAAJ:R3hNpaxXUhUC,2012
Ross Maciejewski,An overview of sentiment analysis in social media and its applications in disaster relief,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nChgOjEAAAAJ&citation_for_view=nChgOjEAAAAJ:P5F9QuxV20EC,2016
Ross Maciejewski,Visual analytics law enforcement tools,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nChgOjEAAAAJ&citation_for_view=nChgOjEAAAAJ:yB1At4FlUx8C,2014
Ross Maciejewski,A visual analytics approach to understanding spatiotemporal hotspots,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nChgOjEAAAAJ&citation_for_view=nChgOjEAAAAJ:d1gkVwhDpl0C,2009
Ross Maciejewski,Sky View Factor footprints for urban climate modeling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nChgOjEAAAAJ&citation_for_view=nChgOjEAAAAJ:tKAzc9rXhukC,2018
Ross Maciejewski,Urban form and composition of street canyons: A human-centric big data and deep learning approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nChgOjEAAAAJ&citation_for_view=nChgOjEAAAAJ:VLnqNzywnoUC,2019
Ross Maciejewski,Visual analytics of mobility and transportation: State of the art and further research directions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nChgOjEAAAAJ&citation_for_view=nChgOjEAAAAJ:tkaPQYYpVKoC,2017
Ross Maciejewski,Inform: Individual fairness on graph mining,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nChgOjEAAAAJ&citation_for_view=nChgOjEAAAAJ:e_rmSamDkqQC,2020
Ross Maciejewski,Structuring feature space: A non-parametric method for volumetric transfer function generation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nChgOjEAAAAJ&citation_for_view=nChgOjEAAAAJ:u-x6o8ySG0sC,2009
Ross Maciejewski,"A visual analytics system for exploring, monitoring, and forecasting road traffic congestion",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nChgOjEAAAAJ&citation_for_view=nChgOjEAAAAJ:ruyezt5ZtCIC,2019
Ross Maciejewski,The state‐of‐the‐art in predictive visual analytics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nChgOjEAAAAJ&citation_for_view=nChgOjEAAAAJ:WqliGbK-hY8C,2017
Ross Maciejewski,VAUD: A visual analysis approach for exploring spatio-temporal urban data,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nChgOjEAAAAJ&citation_for_view=nChgOjEAAAAJ:1yQoGdGgb4wC,2017
Ross Maciejewski,Forecasting hotspots—a predictive analytics approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nChgOjEAAAAJ&citation_for_view=nChgOjEAAAAJ:Se3iqnhoufwC,2010
Ross Maciejewski,Visualizing social media sentiment in disaster scenarios,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nChgOjEAAAAJ&citation_for_view=nChgOjEAAAAJ:rO6llkc54NcC,2015
Ross Maciejewski,"Sky view factors from synthetic fisheye photos for thermal comfort routing--a case study in phoenix, Arizona",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nChgOjEAAAAJ&citation_for_view=nChgOjEAAAAJ:eMMeJKvmdy0C,2017
Ross Maciejewski,Visual analytics decision support environment for epidemic modeling and response evaluation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nChgOjEAAAAJ&citation_for_view=nChgOjEAAAAJ:_kc_bZDykSQC,2011
Ross Maciejewski,"Stakeholder analysis for the food-energy-water nexus in Phoenix, Arizona: Implications for nexus governance",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nChgOjEAAAAJ&citation_for_view=nChgOjEAAAAJ:dQ2og3OwTAUC,2017
Ross Maciejewski,Volume estimation using food specific shape templates in mobile image-based dietary assessment,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nChgOjEAAAAJ&citation_for_view=nChgOjEAAAAJ:aqlVkmm33-oC,2011
Ross Maciejewski,Proactive spatiotemporal resource allocation and predictive visual analytics for community policing and law enforcement,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nChgOjEAAAAJ&citation_for_view=nChgOjEAAAAJ:M05iB0D1s5AC,2014
Sarma Vrudhula,Throughput-optimized OpenCL-based FPGA accelerator for large-scale convolutional neural networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_FL8mW8AAAAJ&citation_for_view=_FL8mW8AAAAJ:TIZ-Mc8IlK0C,2016
Sarma Vrudhula,Battery modeling for energy aware system design,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_FL8mW8AAAAJ&citation_for_view=_FL8mW8AAAAJ:UebtZRa9Y70C,2003
Sarma Vrudhula,Predictive modeling of the NBTI effect for reliable design,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_FL8mW8AAAAJ&citation_for_view=_FL8mW8AAAAJ:tuHXwOkdijsC,2006
Sarma Vrudhula,Optimizing loop operation and dataflow in FPGA acceleration of deep convolutional neural networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_FL8mW8AAAAJ&citation_for_view=_FL8mW8AAAAJ:NhqRSupF_l8C,2017
Sarma Vrudhula,Optimizing the convolution operation to accelerate deep neural networks on FPGA,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_FL8mW8AAAAJ&citation_for_view=_FL8mW8AAAAJ:Fu2w8maKXqMC,2018
Sarma Vrudhula,An analytical high-level battery model for use in energy management of portable electronic systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_FL8mW8AAAAJ&citation_for_view=_FL8mW8AAAAJ:LPZeul_q3PIC,2001
